Time,cali_obs_5,cali_obs_35,cali_obs_37,cali_obs_65
01/04/1971 00:00,64.5254,43.7932,35.4312,27.1838
02/04/1971 00:00,64.526,43.7918,35.4419,27.1825
03/04/1971 00:00,64.5316,43.7904,35.4532,27.1813
04/04/1971 00:00,64.5318,43.789,35.4521,27.1802
05/04/1971 00:00,64.532,43.7877,35.4504,27.1789
06/04/1971 00:00,64.532,43.7865,35.4494,27.1778
07/04/1971 00:00,64.5319,43.7853,35.4429,27.1765
08/04/1971 00:00,64.5319,43.784,35.4409,27.1753
09/04/1971 00:00,64.5317,43.7828,35.4337,27.174
10/04/1971 00:00,64.5315,43.7817,35.4301,27.1723
11/04/1971 00:00,64.5313,43.788,35.4179,27.1706
12/04/1971 00:00,64.5311,43.7866,35.4034,27.1685
13/04/1971 00:00,64.5308,43.7855,35.3906,27.1659
14/04/1971 00:00,64.5305,43.7844,35.3771,27.1634
15/04/1971 00:00,64.5302,43.7832,35.3659,27.1608
16/04/1971 00:00,64.5299,43.782,35.3612,27.1582
17/04/1971 00:00,64.5298,43.7807,35.3516,27.1557
18/04/1971 00:00,64.5296,43.7793,35.3486,27.1531
19/04/1971 00:00,64.5349,43.7778,35.3448,27.1504
20/04/1971 00:00,64.5342,43.7761,35.3325,27.1472
21/04/1971 00:00,64.5338,43.7743,35.3209,27.1438
22/04/1971 00:00,64.5334,43.7724,35.3057,27.1402
23/04/1971 00:00,64.5329,43.7703,35.2925,27.1362
24/04/1971 00:00,64.5325,43.768,35.2789,27.0846
25/04/1971 00:00,64.5323,43.7656,35.2678,27.0923
26/04/1971 00:00,64.5321,43.7631,35.2578,27.0898
27/04/1971 00:00,64.5318,43.7604,35.2465,27.0868
28/04/1971 00:00,64.5315,43.7576,35.2397,27.0839
29/04/1971 00:00,64.5314,43.7471,35.222,27.0737
30/04/1971 00:00,64.5307,43.7441,35.2252,27.0717
01/05/1971 00:00,64.5302,43.7411,35.2287,27.0689
02/05/1971 00:00,64.5297,43.7378,35.2245,27.0657
03/05/1971 00:00,64.5293,43.7236,35.2059,27.0621
04/05/1971 00:00,64.5287,43.7203,35.2009,27.0582
05/05/1971 00:00,64.5281,43.7168,35.1921,27.0545
06/05/1971 00:00,64.5274,43.6908,35.1815,27.0403
07/05/1971 00:00,64.5261,43.6871,35.1655,27.0373
08/05/1971 00:00,64.5258,43.6846,35.1518,27.0337
09/05/1971 00:00,64.5252,43.6816,35.141,27.0292
10/05/1971 00:00,64.5246,43.6784,35.1285,27.0246
11/05/1971 00:00,64.5242,43.6752,35.1176,27.02
12/05/1971 00:00,64.5237,43.672,35.1131,27.0084
13/05/1971 00:00,64.5232,43.6688,35.1025,27.0044
14/05/1971 00:00,64.5226,43.6558,35.0976,26.9908
15/05/1971 00:00,64.5219,43.6529,35.0885,26.9875
16/05/1971 00:00,64.521,43.6494,35.0862,26.9836
17/05/1971 00:00,64.5202,43.646,35.0826,26.9685
18/05/1971 00:00,64.5194,43.6426,35.0783,26.9674
19/05/1971 00:00,64.5187,43.6391,35.0682,26.9662
20/05/1971 00:00,64.5179,43.6358,35.0549,26.9646
21/05/1971 00:00,64.5169,43.6321,35.0497,26.9622
22/05/1971 00:00,64.5101,43.6204,35.0474,26.9594
23/05/1971 00:00,64.5095,43.6169,35.0492,26.9557
24/05/1971 00:00,64.5087,43.6134,35.0514,26.9517
25/05/1971 00:00,64.5079,43.6098,35.0507,26.9475
26/05/1971 00:00,64.5067,43.6054,35.0485,26.9429
27/05/1971 00:00,64.5063,43.6023,35.0476,26.9387
28/05/1971 00:00,64.5053,43.5911,35.0475,26.9257
29/05/1971 00:00,64.5043,43.5873,35.0465,26.9219
30/05/1971 00:00,64.5009,43.5784,35.044,26.918
31/05/1971 00:00,64.5001,43.5749,35.0351,26.9151
01/06/1971 00:00,64.4988,43.5588,35.0253,26.9127
02/06/1971 00:00,64.4899,43.5579,35.0136,26.9096
03/06/1971 00:00,64.4898,43.5543,34.9988,26.8933
04/06/1971 00:00,64.4884,43.5506,34.9821,26.8914
05/06/1971 00:00,64.4874,43.5469,34.9597,26.887
06/06/1971 00:00,64.4862,43.5437,34.9436,26.8823
07/06/1971 00:00,64.4851,43.5324,34.9326,26.8773
08/06/1971 00:00,64.4837,43.5075,34.9213,26.8723
09/06/1971 00:00,64.4747,43.5177,34.907,26.8672
10/06/1971 00:00,64.4735,43.5143,34.8958,26.8624
11/06/1971 00:00,64.4721,43.5107,34.8867,26.8576
12/06/1971 00:00,64.4706,43.4986,34.8777,26.8528
13/06/1971 00:00,64.4686,43.4953,34.8685,26.8475
14/06/1971 00:00,64.4675,43.4921,34.8571,26.8425
15/06/1971 00:00,64.466,43.4883,34.8475,26.8374
16/06/1971 00:00,64.4644,43.4791,34.8362,26.8323
17/06/1971 00:00,64.4627,43.4752,34.8299,26.8194
18/06/1971 00:00,64.4546,43.4714,34.8187,26.8152
19/06/1971 00:00,64.4535,43.4619,34.8097,26.8109
20/06/1971 00:00,64.4437,43.4583,34.8026,26.8065
21/06/1971 00:00,64.4422,43.4546,34.7988,26.7959
22/06/1971 00:00,64.4407,43.4507,34.7977,26.7924
23/06/1971 00:00,64.4388,43.4467,34.8059,26.7836
24/06/1971 00:00,64.4369,43.4427,34.8157,26.7821
25/06/1971 00:00,64.4349,43.4322,34.8212,26.7796
26/06/1971 00:00,64.4277,43.4282,34.8203,26.7767
27/06/1971 00:00,64.4259,43.4242,34.8183,26.7733
28/06/1971 00:00,64.4235,43.4106,34.812,26.7696
29/06/1971 00:00,64.398,43.4071,34.8124,26.7665
30/06/1971 00:00,64.3973,43.4029,34.8147,26.7633
01/07/1971 00:00,64.3971,43.3988,34.8161,26.76
02/07/1971 00:00,64.3878,43.3894,34.8137,26.7562
03/07/1971 00:00,64.3886,43.385,34.8007,26.7516
04/07/1971 00:00,64.3891,43.381,34.7911,26.7471
05/07/1971 00:00,64.3885,43.3768,34.7792,26.742
06/07/1971 00:00,64.3877,43.3727,34.7665,26.7368
07/07/1971 00:00,64.3869,43.3623,34.753,26.7314
08/07/1971 00:00,64.386,43.358,34.7403,26.7262
09/07/1971 00:00,64.385,43.3538,34.7247,26.7205
10/07/1971 00:00,64.3781,43.3434,34.7067,26.7148
11/07/1971 00:00,64.3771,43.3392,34.6952,26.7091
12/07/1971 00:00,64.376,43.3349,34.6847,26.6974
13/07/1971 00:00,64.3749,43.3306,34.6739,26.692
14/07/1971 00:00,64.3676,43.2891,34.6637,26.6868
15/07/1971 00:00,64.3671,43.2813,34.6559,26.6822
16/07/1971 00:00,64.3579,43.2706,34.6462,26.6708
17/07/1971 00:00,64.3568,43.2677,34.6393,26.6674
18/07/1971 00:00,64.3555,43.2646,34.6383,26.664
19/07/1971 00:00,64.354,43.2615,34.6371,26.6603
20/07/1971 00:00,64.343,43.2582,34.6354,26.6564
21/07/1971 00:00,64.3434,43.2551,34.6291,26.6526
22/07/1971 00:00,64.3422,43.252,34.6266,26.642
23/07/1971 00:00,64.341,43.2491,34.6201,26.6383
24/07/1971 00:00,64.3307,43.2458,34.6186,26.6345
25/07/1971 00:00,64.3299,43.2294,34.6175,26.6306
26/07/1971 00:00,64.3286,43.2309,34.6119,26.627
27/07/1971 00:00,64.3273,43.2276,34.6132,26.6165
28/07/1971 00:00,64.3149,43.2242,34.6222,26.6137
29/07/1971 00:00,64.3147,43.2207,34.6304,26.6106
30/07/1971 00:00,64.3136,43.2173,34.6326,26.6075
31/07/1971 00:00,64.3124,43.2141,34.6353,26.6048
01/08/1971 00:00,64.3108,43.2042,34.6451,26.6036
02/08/1971 00:00,64.309,43.201,34.6535,26.6026
03/08/1971 00:00,64.2983,43.1976,34.6555,26.6007
04/08/1971 00:00,64.2971,43.1942,34.6552,26.5982
05/08/1971 00:00,64.2906,43.1825,34.6496,26.5957
06/08/1971 00:00,64.2893,43.1796,34.6442,26.5932
07/08/1971 00:00,64.2879,43.1764,34.6391,26.5867
08/08/1971 00:00,64.2862,43.1551,34.6499,26.5896
09/08/1971 00:00,64.2789,43.1572,34.6706,26.5945
10/08/1971 00:00,64.2772,43.154,34.73,26.5993
11/08/1971 00:00,64.2756,43.1508,34.785,26.6019
12/08/1971 00:00,64.2737,43.1473,34.8135,26.6031
13/08/1971 00:00,64.272,43.144,34.8426,26.6122
14/08/1971 00:00,64.2702,43.1407,34.927,26.613
15/08/1971 00:00,64.2679,43.1369,34.9674,26.614
16/08/1971 00:00,64.2665,43.1267,35.0024,26.6168
17/08/1971 00:00,64.2648,43.1241,35.0245,26.62
18/08/1971 00:00,64.2629,43.1212,35.0141,26.6248
19/08/1971 00:00,64.2555,43.1183,35.0163,26.6395
20/08/1971 00:00,64.2538,43.1075,35.0106,26.6746
21/08/1971 00:00,64.2519,43.1059,35.0014,26.7213
22/08/1971 00:00,64.25,43.1047,34.9907,26.7818
23/08/1971 00:00,64.2423,43.1043,34.9785,26.816
24/08/1971 00:00,64.2407,43.1049,34.967,26.84
25/08/1971 00:00,64.239,43.1067,34.9566,26.8562
26/08/1971 00:00,64.2373,43.1094,34.9459,26.8669
27/08/1971 00:00,64.2294,43.1129,34.9349,26.8708
28/08/1971 00:00,64.2279,43.1254,34.925,26.8734
29/08/1971 00:00,64.2263,43.1297,34.9113,26.8749
30/08/1971 00:00,64.2184,43.1337,34.8977,26.8762
31/08/1971 00:00,64.217,43.1377,34.8938,26.8712
01/09/1971 00:00,64.2077,43.1415,34.8969,26.8665
02/09/1971 00:00,64.2069,43.1535,34.9004,26.8673
03/09/1971 00:00,64.2055,43.1563,34.9041,26.8679
04/09/1971 00:00,64.204,43.1588,34.9074,26.8679
05/09/1971 00:00,64.2022,43.1667,34.9088,26.8663
06/09/1971 00:00,64.2014,43.1695,34.9118,26.858
07/09/1971 00:00,64.1999,43.1705,34.9074,26.8568
08/09/1971 00:00,64.1608,43.1716,34.9052,26.8482
09/09/1971 00:00,64.1617,43.172,34.9013,26.8463
10/09/1971 00:00,64.1613,43.1715,34.8959,26.843
11/09/1971 00:00,64.1627,43.1717,34.8915,26.8407
12/09/1971 00:00,64.1634,43.1713,34.8859,26.8378
13/09/1971 00:00,64.1641,43.1706,34.8815,26.8279
14/09/1971 00:00,64.1648,43.1697,34.8774,26.8241
15/09/1971 00:00,64.1656,43.1686,34.8725,26.8204
16/09/1971 00:00,64.1663,43.1672,34.8669,26.7826
17/09/1971 00:00,64.167,43.1657,34.8604,26.7837
18/09/1971 00:00,64.1681,43.1644,34.8577,26.7827
19/09/1971 00:00,64.1684,43.1624,34.8522,26.7781
20/09/1971 00:00,64.1692,43.1605,34.855,26.7766
21/09/1971 00:00,64.1701,43.1584,34.8602,26.7747
22/09/1971 00:00,64.1709,43.1564,34.8635,26.7784
23/09/1971 00:00,64.1719,43.1542,34.8648,26.7623
24/09/1971 00:00,64.1728,43.1517,34.8649,26.7593
25/09/1971 00:00,64.1738,43.1405,34.8655,26.7567
26/09/1971 00:00,64.2222,43.1382,34.8692,26.7541
27/09/1971 00:00,64.2231,43.1356,34.8745,26.751
28/09/1971 00:00,64.2238,43.1329,34.8785,26.7377
29/09/1971 00:00,64.2244,43.13,34.8811,26.7365
30/09/1971 00:00,64.2309,43.1272,34.8832,26.7331
01/10/1971 00:00,64.231,43.1237,34.8842,26.7291
02/10/1971 00:00,64.2315,43.1211,34.8867,26.7261
03/10/1971 00:00,64.2375,43.1181,34.8889,26.7225
04/10/1971 00:00,64.2374,43.115,34.887,26.7186
05/10/1971 00:00,64.2347,43.1043,34.8872,26.7146
06/10/1971 00:00,64.2328,43.1011,34.8831,26.7032
07/10/1971 00:00,64.2311,43.0986,34.8796,26.6992
08/10/1971 00:00,64.2294,43.0958,34.879,26.6953
09/10/1971 00:00,64.2277,43.0834,34.8742,26.6912
10/10/1971 00:00,64.226,43.0809,34.8713,26.6787
11/10/1971 00:00,64.225,43.0777,34.8676,26.6755
12/10/1971 00:00,64.224,43.0643,34.8688,26.6723
13/10/1971 00:00,64.2225,43.0615,34.8712,26.6697
14/10/1971 00:00,64.2202,43.0579,34.8758,26.6665
15/10/1971 00:00,64.2252,43.055,34.8837,26.6636
16/10/1971 00:00,64.2232,43.0472,34.887,26.6603
17/10/1971 00:00,64.2211,43.044,34.8891,26.6487
18/10/1971 00:00,64.2191,43.0407,34.8905,26.6459
19/10/1971 00:00,64.2168,43.0374,34.8864,26.6428
20/10/1971 00:00,64.2145,43.034,34.8882,26.641
21/10/1971 00:00,64.2123,43.0305,34.8945,26.6409
22/10/1971 00:00,64.2101,43.0215,34.9224,26.6414
23/10/1971 00:00,64.2078,43.0182,34.9608,26.6419
24/10/1971 00:00,64.2053,43.0143,34.9989,26.6418
25/10/1971 00:00,64.2035,43.0112,35.0226,26.6408
26/10/1971 00:00,64.2015,43.0078,35.0314,26.6387
27/10/1971 00:00,64.1994,43.0043,35.0364,26.6359
28/10/1971 00:00,64.1971,43.0009,35.0391,26.6324
29/10/1971 00:00,64.1949,42.9974,35.0342,26.6286
30/10/1971 00:00,64.1927,42.9882,35.0307,26.6247
31/10/1971 00:00,64.1906,42.985,35.0258,26.6209
01/11/1971 00:00,64.1823,42.9816,35.0229,26.6243
02/11/1971 00:00,64.1801,42.9781,35.0208,26.6218
03/11/1971 00:00,64.1779,42.9747,35.0181,26.627
04/11/1971 00:00,64.1758,42.9647,35.0152,26.6256
05/11/1971 00:00,64.1738,42.9615,35.0129,26.6334
06/11/1971 00:00,64.1714,42.9581,35.0115,26.6335
07/11/1971 00:00,64.1691,42.9548,35.0138,26.6419
08/11/1971 00:00,64.1669,42.9514,35.0177,26.6441
09/11/1971 00:00,64.1581,42.942,35.024,26.653
10/11/1971 00:00,64.156,42.9387,35.0364,26.6563
11/11/1971 00:00,64.1538,42.9355,35.0503,26.6631
12/11/1971 00:00,64.1516,42.9322,35.0603,26.6638
13/11/1971 00:00,64.1494,42.9227,35.0647,26.664
14/11/1971 00:00,64.1471,42.9197,35.0675,26.6925
15/11/1971 00:00,64.1383,42.9166,35.0704,26.701
16/11/1971 00:00,64.1363,42.9135,35.0747,26.7046
17/11/1971 00:00,64.1341,42.9105,35.0802,26.716
18/11/1971 00:00,64.132,42.9006,35.0893,26.7303
19/11/1971 00:00,64.1297,42.8978,35.104,26.7458
20/11/1971 00:00,64.1274,42.8949,35.124,26.7614
21/11/1971 00:00,64.1251,42.8921,35.1457,26.7766
22/11/1971 00:00,64.0894,42.8894,35.162,26.7942
23/11/1971 00:00,64.0866,42.8868,35.1752,26.818
24/11/1971 00:00,64.0855,42.8511,35.1916,26.8514
25/11/1971 00:00,64.0848,42.8465,35.2146,26.8862
26/11/1971 00:00,64.0839,42.844,35.2366,26.9156
27/11/1971 00:00,64.0831,42.8422,35.2536,26.9741
28/11/1971 00:00,64.0822,42.8406,35.2612,27.0072
29/11/1971 00:00,64.0773,42.8394,35.2719,27.0353
30/11/1971 00:00,64.076,42.8385,35.2746,27.0661
01/12/1971 00:00,64.075,42.8379,35.2805,27.0881
02/12/1971 00:00,64.0742,42.8377,35.2863,27.0998
03/12/1971 00:00,64.0734,42.8378,35.2909,27.1094
04/12/1971 00:00,64.0725,42.8384,35.2904,27.1258
05/12/1971 00:00,64.0719,42.8394,35.2901,27.1335
06/12/1971 00:00,64.0717,42.8411,35.2921,27.1404
07/12/1971 00:00,64.0719,42.89,35.2886,27.1462
08/12/1971 00:00,64.073,42.8958,35.2857,27.1508
09/12/1971 00:00,64.1026,42.9081,35.2825,27.147
10/12/1971 00:00,64.1232,42.9208,35.2792,27.1503
11/12/1971 00:00,64.1434,42.9285,35.2799,27.1453
12/12/1971 00:00,64.1665,42.9416,35.2773,27.1479
13/12/1971 00:00,64.1897,42.9541,35.279,27.1411
14/12/1971 00:00,64.2113,42.9614,35.2763,27.1379
15/12/1971 00:00,64.2364,42.9726,35.2773,27.1394
16/12/1971 00:00,64.2675,42.9823,35.2784,27.1352
17/12/1971 00:00,64.2918,42.9882,35.2747,27.136
18/12/1971 00:00,64.3082,42.9991,35.2719,27.1308
19/12/1971 00:00,64.3176,43.0038,35.2714,27.131
20/12/1971 00:00,64.3238,43.0078,35.2656,27.125
21/12/1971 00:00,64.3596,43.0114,35.2659,27.126
22/12/1971 00:00,64.3676,43.0249,35.2684,27.1204
23/12/1971 00:00,64.3753,43.0279,35.2712,27.1208
24/12/1971 00:00,64.3823,43.0382,35.2732,27.115
25/12/1971 00:00,64.3887,43.04,35.2747,27.1154
26/12/1971 00:00,64.3941,43.0417,35.2757,27.0851
27/12/1971 00:00,64.3983,43.0513,35.2759,27.0881
28/12/1971 00:00,64.3986,43.0527,35.2711,27.0895
29/12/1971 00:00,64.4031,43.0539,35.2703,27.0909
30/12/1971 00:00,64.406,43.062,35.2697,27.0919
31/12/1971 00:00,64.4054,43.063,35.2688,27.0927
01/01/1972 00:00,64.4093,43.0639,35.2635,27.0934
02/01/1972 00:00,64.4078,43.0722,35.2615,27.0941
03/01/1972 00:00,64.406,43.0725,35.2556,27.0894
04/01/1972 00:00,64.4039,43.0731,35.2528,27.0895
05/01/1972 00:00,64.4119,43.0736,35.2495,27.0902
06/01/1972 00:00,64.4089,43.0816,35.2468,27.0905
07/01/1972 00:00,64.4136,43.0816,35.2459,27.091
08/01/1972 00:00,64.4105,43.0819,35.2495,27.0836
09/01/1972 00:00,64.4075,43.0823,35.2542,27.0839
10/01/1972 00:00,64.4118,43.0825,35.2571,27.0835
11/01/1972 00:00,64.4082,43.09,35.2553,27.0829
12/01/1972 00:00,64.4049,43.0894,35.2563,27.0752
13/01/1972 00:00,64.4016,43.0894,35.2526,27.0739
14/01/1972 00:00,64.406,43.0894,35.2488,27.0726
15/01/1972 00:00,64.4021,43.0893,35.2447,27.064
16/01/1972 00:00,64.3986,43.089,35.2404,27.0623
17/01/1972 00:00,64.3951,43.0887,35.2351,27.0605
18/01/1972 00:00,64.3917,43.0883,35.23,27.0507
19/01/1972 00:00,64.3883,43.0937,35.2249,27.0487
20/01/1972 00:00,64.3929,43.0936,35.2248,27.0465
21/01/1972 00:00,64.3888,43.0931,35.2248,27.0364
22/01/1972 00:00,64.3852,43.0926,35.2288,27.0351
23/01/1972 00:00,64.3817,43.0921,35.2362,27.0336
24/01/1972 00:00,64.3783,43.0915,35.2419,27.0214
25/01/1972 00:00,64.3749,43.0908,35.2443,27.0194
26/01/1972 00:00,64.3716,43.0901,35.2455,27.0172
27/01/1972 00:00,64.3683,43.0893,35.2417,27.0146
28/01/1972 00:00,64.365,43.0886,35.2378,27.0052
29/01/1972 00:00,64.3598,43.0877,35.2338,26.9975
30/01/1972 00:00,64.3549,43.0869,35.2296,26.995
31/01/1972 00:00,64.358,43.086,35.2261,26.9923
01/02/1972 00:00,64.3523,43.0851,35.232,26.9896
02/02/1972 00:00,64.3476,43.0842,35.2423,26.9871
03/02/1972 00:00,64.3432,43.0832,35.2456,26.9846
04/02/1972 00:00,64.339,43.0823,35.2476,26.9819
05/02/1972 00:00,64.3349,43.0814,35.2451,26.9791
06/02/1972 00:00,64.3309,43.0804,35.2424,26.971
07/02/1972 00:00,64.3271,43.0794,35.2397,26.9686
08/02/1972 00:00,64.3253,43.0784,35.2368,26.9659
09/02/1972 00:00,64.3236,43.0774,35.2377,26.9632
10/02/1972 00:00,64.3219,43.0765,35.2357,26.9605
11/02/1972 00:00,64.3203,43.0755,35.2333,26.9579
12/02/1972 00:00,64.3187,43.0745,35.2305,26.9551
13/02/1972 00:00,64.3174,43.0734,35.2319,26.9523
14/02/1972 00:00,64.3161,43.0724,35.2309,26.9434
15/02/1972 00:00,64.315,43.0714,35.2332,26.9406
16/02/1972 00:00,64.3139,43.0704,35.232,26.938
17/02/1972 00:00,64.313,43.0694,35.2341,26.9353
18/02/1972 00:00,64.3122,43.0683,35.2324,26.9325
19/02/1972 00:00,64.3115,43.0672,35.2303,26.9298
20/02/1972 00:00,64.3108,43.0661,35.2278,26.9269
21/02/1972 00:00,64.3103,43.065,35.225,26.924
22/02/1972 00:00,64.3099,43.0639,35.2221,26.9143
23/02/1972 00:00,64.3095,43.0628,35.2191,26.9113
24/02/1972 00:00,64.3092,43.0617,35.216,26.9083
25/02/1972 00:00,64.3091,43.0606,35.213,26.9052
26/02/1972 00:00,64.3091,43.0594,35.2099,26.9021
27/02/1972 00:00,64.3091,43.0521,35.2069,26.8989
28/02/1972 00:00,64.3091,43.0507,35.2037,26.8955
29/02/1972 00:00,64.3091,43.0494,35.2003,26.8922
01/03/1972 00:00,64.3092,43.0481,35.1971,26.8889
02/03/1972 00:00,64.3094,43.0469,35.1938,26.8785
03/03/1972 00:00,64.3027,43.0456,35.1906,26.8753
04/03/1972 00:00,64.303,43.0443,35.1874,26.872
05/03/1972 00:00,64.3034,43.043,35.1843,26.8686
06/03/1972 00:00,64.3038,43.0418,35.1831,26.8663
07/03/1972 00:00,64.3041,43.0303,35.187,26.851
08/03/1972 00:00,64.3037,43.0288,35.1994,26.8491
09/03/1972 00:00,64.3047,43.028,35.207,26.8472
10/03/1972 00:00,64.305,43.0267,35.2136,26.8456
11/03/1972 00:00,64.3052,43.0254,35.2252,26.8446
12/03/1972 00:00,64.3054,43.0241,35.2362,26.843
13/03/1972 00:00,64.3056,43.0227,35.2383,26.8407
14/03/1972 00:00,64.3058,43.0213,35.2376,26.8381
15/03/1972 00:00,64.3059,43.0199,35.2351,26.8349
16/03/1972 00:00,64.306,43.0185,35.2315,26.8318
17/03/1972 00:00,64.3061,43.0171,35.2217,26.8285
18/03/1972 00:00,64.3061,43.0157,35.2137,26.825
19/03/1972 00:00,64.2989,43.0143,35.2033,26.8291
20/03/1972 00:00,64.2991,43.013,35.1958,26.8255
21/03/1972 00:00,64.2992,43.0119,35.1887,26.8224
22/03/1972 00:00,64.2993,43.0107,35.1846,26.8195
23/03/1972 00:00,64.2993,43.0021,35.1776,26.8167
24/03/1972 00:00,64.2992,43.0009,35.1707,26.814
25/03/1972 00:00,64.299,42.9998,35.1655,26.8112
26/03/1972 00:00,64.2988,42.9987,35.1567,26.8087
27/03/1972 00:00,64.2986,42.9976,35.1497,26.8062
28/03/1972 00:00,64.2894,42.9866,35.146,26.8041
29/03/1972 00:00,64.2894,42.9859,35.1452,26.8023
30/03/1972 00:00,64.2894,42.985,35.1569,26.8004
31/03/1972 00:00,64.2892,42.984,35.1731,26.7985
01/04/1972 00:00,64.289,42.983,35.1795,26.7964
02/04/1972 00:00,64.2768,42.9821,35.1796,26.7941
03/04/1972 00:00,64.2772,42.9812,35.1784,26.7886
04/04/1972 00:00,64.2766,42.9797,35.1786,26.7865
05/04/1972 00:00,64.277,42.9791,35.1874,26.7848
06/04/1972 00:00,64.2769,42.9781,35.1997,26.7831
07/04/1972 00:00,64.2767,42.9771,35.212,26.7809
08/04/1972 00:00,64.2764,42.976,35.2242,26.7794
09/04/1972 00:00,64.2761,42.975,35.2408,26.7781
10/04/1972 00:00,64.2757,42.9739,35.2609,26.7773
11/04/1972 00:00,64.2754,42.9652,35.2786,26.7758
12/04/1972 00:00,64.275,42.9641,35.2996,26.7745
13/04/1972 00:00,64.2746,42.963,35.3244,26.7733
14/04/1972 00:00,64.2742,42.9619,35.3346,26.7434
15/04/1972 00:00,64.2737,42.9617,35.3365,26.7412
16/04/1972 00:00,64.273,42.9611,35.3369,26.7393
17/04/1972 00:00,64.2724,42.9503,35.331,26.7385
18/04/1972 00:00,64.265,42.9504,35.3321,26.7655
19/04/1972 00:00,64.2649,42.9499,35.3312,26.7636
20/04/1972 00:00,64.2644,42.9495,35.3306,26.7695
21/04/1972 00:00,64.2586,42.9491,35.3237,26.769
22/04/1972 00:00,64.2584,42.9489,35.3159,26.7684
23/04/1972 00:00,64.258,42.9488,35.3094,26.7739
24/04/1972 00:00,64.2576,42.949,35.3002,26.7731
25/04/1972 00:00,64.2569,42.9493,35.2905,26.7726
26/04/1972 00:00,64.2563,42.9499,35.2806,26.778
27/04/1972 00:00,64.2558,42.9507,35.2699,26.7771
28/04/1972 00:00,64.2554,42.9516,35.2586,26.7759
29/04/1972 00:00,64.2553,42.9528,35.2483,26.7747
30/04/1972 00:00,64.2506,42.9453,35.2419,26.7739
01/05/1972 00:00,64.251,42.9471,35.2342,26.7732
02/05/1972 00:00,64.2517,42.9486,35.2376,26.7729
03/05/1972 00:00,64.2531,42.9503,35.2438,26.7718
04/05/1972 00:00,64.255,42.9519,35.241,26.7701
05/05/1972 00:00,64.2575,42.9534,35.231,26.7677
06/05/1972 00:00,64.2604,42.9549,35.2221,26.7651
07/05/1972 00:00,64.2637,42.9644,35.2121,26.7625
08/05/1972 00:00,64.2781,42.9655,35.2073,26.7596
09/05/1972 00:00,64.288,42.9661,35.1955,26.7559
10/05/1972 00:00,64.2992,42.9676,35.1868,26.753
11/05/1972 00:00,64.3014,42.9684,35.1782,26.7344
12/05/1972 00:00,64.304,42.9691,35.1765,26.732
13/05/1972 00:00,64.3161,42.9696,35.1732,26.729
14/05/1972 00:00,64.3176,42.9698,35.164,26.7254
15/05/1972 00:00,64.3266,42.97,35.1506,26.7214
16/05/1972 00:00,64.3272,42.9699,35.1405,26.7174
17/05/1972 00:00,64.3279,42.9697,35.1313,26.7134
18/05/1972 00:00,64.3368,42.9694,35.1172,26.7092
19/05/1972 00:00,64.3366,42.969,35.1118,26.6641
20/05/1972 00:00,64.3362,42.9685,35.1093,26.691
21/05/1972 00:00,64.3357,42.9678,35.1073,26.6871
22/05/1972 00:00,64.335,42.9585,35.1053,26.6576
23/05/1972 00:00,64.3342,42.9577,35.1092,26.6566
24/05/1972 00:00,64.3417,42.9567,35.1275,26.6552
25/05/1972 00:00,64.3403,42.9555,35.1414,26.6529
26/05/1972 00:00,64.3389,42.9542,35.1428,26.6507
27/05/1972 00:00,64.3375,42.9528,35.1484,26.6487
28/05/1972 00:00,64.3361,42.9513,35.1545,26.6469
29/05/1972 00:00,64.3346,42.9499,35.1618,26.6453
30/05/1972 00:00,64.3321,42.9479,35.1675,26.6426
31/05/1972 00:00,64.3368,42.942,35.1673,26.6409
01/06/1972 00:00,64.3352,42.9405,35.168,26.6397
02/06/1972 00:00,64.3333,42.9389,35.1782,26.6413
03/06/1972 00:00,64.3316,42.9371,35.2013,26.642
04/06/1972 00:00,64.3298,42.9353,35.2255,26.6408
05/06/1972 00:00,64.3279,42.9334,35.2393,26.6394
06/06/1972 00:00,64.326,42.9315,35.2477,26.6368
07/06/1972 00:00,64.324,42.9296,35.2499,26.6334
08/06/1972 00:00,64.322,42.9277,35.2569,26.6303
09/06/1972 00:00,64.32,42.9258,35.2593,26.6545
10/06/1972 00:00,64.3179,42.9238,35.2645,26.6603
11/06/1972 00:00,64.3159,42.9166,35.2655,26.6606
12/06/1972 00:00,64.3138,42.9147,35.2675,26.6695
13/06/1972 00:00,64.3043,42.9129,35.2692,26.6786
14/06/1972 00:00,64.3034,42.9112,35.2697,26.6888
15/06/1972 00:00,64.3014,42.9095,35.2682,26.6986
16/06/1972 00:00,64.2994,42.9078,35.2644,26.7065
17/06/1972 00:00,64.2973,42.9065,35.2514,26.7134
18/06/1972 00:00,64.2952,42.905,35.2396,26.7209
19/06/1972 00:00,64.293,42.8975,35.2281,26.7225
20/06/1972 00:00,64.2797,42.8938,35.2199,26.7216
21/06/1972 00:00,64.278,42.8928,35.2116,26.7238
22/06/1972 00:00,64.2759,42.8918,35.2084,26.7252
23/06/1972 00:00,64.2738,42.891,35.205,26.7264
24/06/1972 00:00,64.2717,42.8902,35.1974,26.7265
25/06/1972 00:00,64.2693,42.8895,35.1942,26.7266
26/06/1972 00:00,64.2671,42.889,35.1933,26.7262
27/06/1972 00:00,64.258,42.8885,35.1903,26.725
28/06/1972 00:00,64.2555,42.8877,35.177,26.7223
29/06/1972 00:00,64.2542,42.8875,35.1671,26.7206
