LATITUDE,LONGITUDE,SATELLITE,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT
14.0966600000,101.1909000000,A,"56",6.1NRT,300.5400000000,11.6700000000,D
14.8015300000,106.4076500000,A,"71",6.1NRT,299.9700000000,39.1800000000,D
14.8184400000,106.4433300000,A,"50",6.1NRT,299.0600000000,45.4800000000,D
14.7227500000,105.6556500000,A,"74",6.1NRT,300.3700000000,24.1300000000,D
14.7207400000,105.6393300000,A,"68",6.1NRT,299.9100000000,20.7400000000,D
14.8410700000,106.4212300000,A,"89",6.1NRT,298.0300000000,90.8200000000,D
14.8273900000,106.3092700000,A,"58",6.1NRT,297.0500000000,18.0600000000,D
14.0534400000,100.4364600000,A,"73",6.1NRT,301.2300000000,12.8000000000,D
14.0641100000,100.4376000000,A,"47",6.1NRT,300.0700000000,6.6100000000,D
14.8438100000,106.4134400000,A,"88",6.1NRT,297.7300000000,85.3000000000,D
14.1462600000,100.9500000000,A,"61",6.1NRT,299.1900000000,8.6400000000,D
14.9006200000,106.5743800000,A,"65",6.1NRT,295.1100000000,35.4800000000,D
14.8983500000,106.5550100000,A,"79",6.1NRT,296.7500000000,64.8800000000,D
14.8824500000,106.3133600000,A,"48",6.1NRT,297.4200000000,21.9500000000,D
14.4545200000,102.7805700000,A,"65",6.1NRT,304.1500000000,20.9000000000,D
14.8965000000,106.0212800000,A,"62",6.1NRT,296.0600000000,28.6600000000,D
13.9443500000,99.0551800000,A,"31",6.1NRT,298.0800000000,9.6300000000,D
14.8882200000,106.0171700000,A,"53",6.1NRT,297.3000000000,27.7900000000,D
14.4747700000,102.2582900000,A,"34",6.1NRT,304.5300000000,11.1100000000,D
15.0105900000,106.0653800000,A,"85",6.1NRT,295.3400000000,66.6300000000,D
15.1578800000,107.1081100000,A,"70",6.1NRT,287.6900000000,54.7600000000,D
15.0306600000,106.0271200000,A,"62",6.1NRT,294.3700000000,46.7300000000,D
14.1209400000,99.1916300000,A,"58",6.1NRT,309.1900000000,10.0600000000,D
15.1543700000,106.7515600000,A,"28",6.1NRT,301.9800000000,30.5600000000,D
14.1558800000,99.0622900000,A,"55",6.1NRT,305.2700000000,13.7100000000,D
14.7544600000,101.9600100000,A,"82",6.1NRT,306.5500000000,21.0400000000,D
14.7531200000,101.9501800000,A,"68",6.1NRT,305.0600000000,7.1100000000,D
14.3330700000,98.9525700000,A,"53",6.1NRT,303.4100000000,8.1200000000,D
14.3316300000,98.9429600000,A,"65",6.1NRT,302.7000000000,9.4000000000,D
14.3796800000,99.2012200000,A,"50",6.1NRT,300.9400000000,8.1600000000,D
15.3624500000,106.5272800000,A,"74",6.1NRT,296.7500000000,48.3200000000,D
15.3600500000,106.5067700000,A,"66",6.1NRT,296.6200000000,35.0600000000,D
15.4511000000,106.9472100000,A,"83",6.1NRT,290.8900000000,95.3900000000,D
15.3313900000,105.9533200000,A,"83",6.1NRT,299.6500000000,52.7300000000,D
15.4643400000,106.9466400000,A,"81",6.1NRT,291.9800000000,86.5500000000,D
15.3387300000,105.9632300000,A,"49",6.1NRT,298.6300000000,24.5300000000,D
15.3366900000,105.9455600000,A,"79",6.1NRT,299.8500000000,35.7700000000,D
14.5912500000,100.1978300000,A,"60",6.1NRT,302.6700000000,7.7600000000,D
15.4624700000,106.9391700000,A,"85",6.1NRT,293.3500000000,110.6000000000,D
14.8220500000,101.3729100000,A,"23",6.1NRT,300.5200000000,6.1600000000,D
14.8207300000,101.3634600000,A,"72",6.1NRT,302.3000000000,14.2900000000,D
15.2357000000,104.3702900000,A,"42",6.1NRT,301.8700000000,13.1500000000,D
14.4641800000,98.4757500000,A,"88",6.1NRT,297.9700000000,42.3800000000,D
14.9497500000,101.7692900000,A,"75",6.1NRT,306.2800000000,11.4100000000,D
15.5981600000,106.6520200000,A,"87",6.1NRT,297.5500000000,446.9300000000,D
15.5721700000,106.4347800000,A,"30",6.1NRT,298.5900000000,29.7700000000,D
15.5095700000,105.9181400000,A,"87",6.1NRT,300.4300000000,59.7300000000,D
15.5074500000,105.9007600000,A,"87",6.1NRT,301.8500000000,58.7300000000,D
15.5028000000,105.9121000000,A,"90",6.1NRT,301.0700000000,83.5500000000,D
15.6005000000,106.6649700000,A,"87",6.1NRT,287.2400000000,383.2500000000,D
15.5982600000,106.6448800000,A,"99",6.1NRT,298.2600000000,218.5100000000,D
15.5560700000,106.1604500000,A,"51",6.1NRT,296.5200000000,24.4200000000,D
15.5684300000,106.1590100000,A,"64",6.1NRT,298.3900000000,27.0700000000,D
14.5909400000,98.7626400000,A,"81",6.1NRT,303.8400000000,18.2400000000,D
15.3679200000,104.3125400000,A,"75",6.1NRT,305.6000000000,22.0700000000,D
15.6775600000,106.6547200000,A,"94",6.1NRT,293.4000000000,239.3600000000,D
15.6903100000,106.6522700000,A,"19",6.1NRT,293.1100000000,33.0400000000,D
14.5336000000,98.0687900000,A,"41",6.1NRT,295.1900000000,7.0200000000,D
15.6758200000,106.6499600000,A,"73",6.1NRT,295.9500000000,195.2800000000,D
15.6886000000,106.6477000000,A,"15",6.1NRT,293.9700000000,32.1500000000,D
15.6089100000,105.6310700000,A,"62",6.1NRT,299.0700000000,27.3000000000,D
15.7298400000,106.4429200000,A,"72",6.1NRT,302.0800000000,27.0000000000,D
15.3649600000,103.4981000000,A,"42",6.1NRT,302.9700000000,11.8800000000,D
15.4971900000,104.3582700000,A,"70",6.1NRT,305.4800000000,15.1900000000,D
14.9288700000,100.1838600000,A,"34",6.1NRT,302.2600000000,7.3300000000,D
15.7771700000,106.5160100000,A,"65",6.1NRT,298.0000000000,41.3000000000,D
15.6828500000,105.7423300000,A,"66",6.1NRT,297.4100000000,43.7300000000,D
14.8068000000,99.2829400000,A,"81",6.1NRT,296.2700000000,25.7700000000,D
14.7399400000,98.7769900000,A,"48",6.1NRT,299.7000000000,8.2100000000,D
15.7779800000,106.5087200000,A,"68",6.1NRT,298.4000000000,45.3500000000,D
15.1288000000,101.3319500000,A,"27",6.1NRT,303.1100000000,14.2700000000,D
14.8830000000,99.6087600000,A,"56",6.1NRT,302.7400000000,12.6100000000,D
15.5335500000,103.8744000000,A,"53",6.1NRT,303.6100000000,21.0100000000,D
15.8803400000,106.3912400000,A,"86",6.1NRT,295.1000000000,122.3800000000,D
15.8818300000,106.2940400000,A,"50",6.1NRT,300.1900000000,24.6400000000,D
15.6947700000,104.5588500000,A,"76",6.1NRT,299.2100000000,27.6700000000,D
15.6040600000,103.6868800000,A,"52",6.1NRT,303.5200000000,25.1400000000,D
15.9411600000,106.4561000000,A,"31",6.1NRT,297.3800000000,28.1700000000,D
15.9614200000,106.2962100000,A,"28",6.1NRT,298.8600000000,22.2300000000,D
15.3473700000,101.2484100000,A,"84",6.1NRT,306.0600000000,21.9600000000,D
16.0169400000,105.5880900000,A,"74",6.1NRT,294.8900000000,40.0900000000,D
15.2371500000,99.7057500000,A,"78",6.1NRT,302.2600000000,14.9000000000,D
16.0138000000,105.5986300000,A,"49",6.1NRT,298.5900000000,22.2800000000,D
16.0118600000,105.5817000000,A,"59",6.1NRT,294.7200000000,22.0400000000,D
16.1334400000,106.3201000000,A,"69",6.1NRT,299.5800000000,39.2500000000,D
15.4607400000,101.0071600000,A,"61",6.1NRT,303.6800000000,14.3000000000,D
16.1284700000,106.1660100000,A,"67",6.1NRT,298.2200000000,43.5800000000,D
16.2211600000,106.6316200000,A,"72",6.1NRT,296.2700000000,50.5000000000,D
16.2188800000,106.6120000000,A,"63",6.1NRT,298.0000000000,38.5500000000,D
16.2188400000,106.6275900000,A,"78",6.1NRT,297.0500000000,59.6500000000,D
15.1962200000,97.8337500000,A,"68",6.1NRT,300.4600000000,7.7700000000,D
16.2452900000,105.4032200000,A,"48",6.1NRT,300.4000000000,25.5800000000,D
15.2951900000,98.4174300000,A,"21",6.1NRT,301.4900000000,7.1200000000,D
16.3923600000,106.5380500000,A,"80",6.1NRT,297.4500000000,67.0500000000,D
16.3900100000,106.5178400000,A,"68",6.1NRT,297.7000000000,34.8300000000,D
15.6739800000,100.9530300000,A,"80",6.1NRT,305.8400000000,14.1900000000,D
15.6726600000,100.9436300000,A,"82",6.1NRT,305.0400000000,17.3700000000,D
16.4052500000,106.5365700000,A,"79",6.1NRT,298.0900000000,60.6700000000,D
16.4004600000,106.4958400000,A,"77",6.1NRT,298.5300000000,51.1300000000,D
16.3247400000,105.7587700000,A,"55",6.1NRT,299.5800000000,14.6100000000,D
16.4032700000,106.5317100000,A,"85",6.1NRT,297.9800000000,84.9100000000,D
16.4010200000,106.5113200000,A,"31",6.1NRT,297.4400000000,28.1700000000,D
16.3987700000,106.4908600000,A,"47",6.1NRT,298.7700000000,32.0300000000,D
16.4320900000,106.6741400000,A,"33",6.1NRT,297.9500000000,27.5100000000,D
16.4510800000,106.6082300000,A,"58",6.1NRT,297.1800000000,27.8700000000,D
16.4259800000,106.3866000000,A,"31",6.1NRT,297.1900000000,24.0200000000,D
16.4387100000,106.3850300000,A,"34",6.1NRT,296.7200000000,20.2100000000,D
16.4364100000,106.3649800000,A,"41",6.1NRT,297.8500000000,21.9000000000,D
16.3238700000,105.4045500000,A,"82",6.1NRT,299.6400000000,53.2100000000,D
16.3218800000,105.3879500000,A,"83",6.1NRT,299.9700000000,56.2800000000,D
16.4479400000,106.2434200000,A,"69",6.1NRT,298.1400000000,38.8200000000,D
15.9267400000,102.1247300000,A,"57",6.1NRT,302.1700000000,12.2900000000,D
16.4769000000,106.3801700000,A,"62",6.1NRT,297.9600000000,33.3400000000,D
15.3917500000,98.3240200000,A,"45",6.1NRT,301.3700000000,6.8500000000,D
16.4497500000,106.2359600000,A,"61",6.1NRT,298.1100000000,25.7300000000,D
16.4776900000,106.3727000000,A,"68",6.1NRT,298.0500000000,32.1500000000,D
16.4926200000,106.3908600000,A,"46",6.1NRT,297.5200000000,24.5800000000,D
16.5039600000,106.1524900000,A,"49",6.1NRT,297.8300000000,21.2500000000,D
16.3825200000,105.1249800000,A,"64",6.1NRT,295.2100000000,24.7600000000,D
16.3863500000,105.0601800000,A,"52",6.1NRT,293.9300000000,20.0400000000,D
16.4251300000,105.0176100000,A,"72",6.1NRT,297.9500000000,32.9800000000,D
16.5104800000,105.6455400000,A,"47",6.1NRT,296.8700000000,14.9300000000,D
16.5328000000,105.7321500000,A,"75",6.1NRT,296.2800000000,39.5900000000,D
16.5307400000,105.7145400000,A,"100",6.1NRT,298.7200000000,233.8900000000,D
16.4766900000,105.2550300000,A,"27",6.1NRT,289.0800000000,19.0500000000,D
15.4565300000,97.7943000000,A,"80",6.1NRT,301.6000000000,17.5100000000,D
15.4548900000,97.7837600000,A,"53",6.1NRT,300.3800000000,9.9600000000,D
16.5428600000,105.7131500000,A,"81",6.1NRT,297.7500000000,52.6800000000,D
16.5591500000,105.7470100000,A,"47",6.1NRT,296.2500000000,16.1100000000,D
16.4689400000,104.9957400000,A,"99",6.1NRT,300.0700000000,156.1800000000,D
16.4803700000,104.9942700000,A,"97",6.1NRT,299.6500000000,128.6900000000,D
16.1276500000,102.2523300000,A,"87",6.1NRT,303.8900000000,33.2600000000,D
16.1371200000,102.2509600000,A,"74",6.1NRT,303.9200000000,15.5700000000,D
16.1731400000,102.3354700000,A,"71",6.1NRT,303.4500000000,13.9700000000,D
16.5359600000,105.0766700000,A,"25",6.1NRT,292.5400000000,16.6200000000,D
15.9184800000,99.8900000000,A,"55",6.1NRT,298.7800000000,8.3500000000,D
15.9426100000,99.8673200000,A,"50",6.1NRT,299.9300000000,7.7600000000,D
15.9412700000,99.8580800000,A,"63",6.1NRT,300.6900000000,10.0400000000,D
16.6589200000,105.2524000000,A,"78",6.1NRT,298.3600000000,36.2000000000,D
16.7710700000,105.8919400000,A,"67",6.1NRT,297.2200000000,27.0900000000,D
16.1054600000,100.4214900000,A,"45",6.1NRT,300.0800000000,6.8400000000,D
16.6855700000,104.5186000000,A,"64",6.1NRT,298.0700000000,13.7200000000,D
16.8698100000,105.9476100000,A,"85",6.1NRT,297.8600000000,77.5600000000,D
16.8610600000,105.8735000000,A,"59",6.1NRT,298.2700000000,20.2400000000,D
16.2637700000,101.2243900000,A,"66",6.1NRT,300.5200000000,9.5400000000,D
16.9081400000,106.0579800000,A,"67",6.1NRT,297.9300000000,28.7700000000,D
16.8713900000,105.9420700000,A,"75",6.1NRT,297.9400000000,40.1600000000,D
16.8980000000,105.8447800000,A,"98",6.1NRT,299.0500000000,187.7100000000,D
16.5646900000,102.8527100000,A,"64",6.1NRT,300.2500000000,15.7200000000,D
16.9734700000,106.0626100000,A,"84",6.1NRT,293.9000000000,76.1000000000,D
16.9710800000,106.0422400000,A,"86",6.1NRT,296.7800000000,83.9800000000,D
16.9630100000,105.7627700000,A,"48",6.1NRT,298.2300000000,24.6000000000,D
16.9100500000,105.3260300000,A,"100",6.1NRT,297.6100000000,283.4000000000,D
16.9080000000,105.3093200000,A,"88",6.1NRT,297.0100000000,69.0200000000,D
16.8757500000,105.0468400000,A,"73",6.1NRT,299.3900000000,28.1200000000,D
16.9757900000,106.0547600000,A,"71",6.1NRT,295.4400000000,36.1000000000,D
16.9073100000,105.4401200000,A,"83",6.1NRT,283.2500000000,72.6000000000,D
16.9053800000,105.4230300000,A,"71",6.1NRT,289.5700000000,48.3000000000,D
16.9075400000,105.3363800000,A,"85",6.1NRT,296.1300000000,59.1400000000,D
16.9056200000,105.3195800000,A,"100",6.1NRT,298.1300000000,236.7000000000,D
16.9694800000,105.7732100000,A,"80",6.1NRT,295.5600000000,43.0500000000,D
16.9174100000,105.3180000000,A,"70",6.1NRT,294.0200000000,36.2300000000,D
16.9135400000,105.2845200000,A,"60",6.1NRT,295.8900000000,18.5900000000,D
16.8830600000,105.0226200000,A,"81",6.1NRT,298.7600000000,41.5100000000,D
16.9450300000,105.4527300000,A,"42",6.1NRT,286.3500000000,54.3600000000,D
16.9272700000,105.1982700000,A,"77",6.1NRT,294.3000000000,33.4600000000,D
17.0473500000,106.1254600000,A,"78",6.1NRT,297.4500000000,54.5300000000,D
17.0061800000,105.7685300000,A,"79",6.1NRT,297.1100000000,57.0800000000,D
16.9709000000,105.4668000000,A,"69",6.1NRT,293.5000000000,49.4800000000,D
16.9824700000,105.3609600000,A,"82",6.1NRT,289.0200000000,58.4300000000,D
16.9804400000,105.3440400000,A,"79",6.1NRT,289.3600000000,48.6400000000,D
17.0429200000,105.7641100000,A,"73",6.1NRT,293.3800000000,44.5300000000,D
16.9963600000,105.3763400000,A,"77",6.1NRT,285.0000000000,42.7600000000,D
16.9943100000,105.3593700000,A,"85",6.1NRT,289.1600000000,66.8200000000,D
17.0551600000,105.7626100000,A,"58",6.1NRT,293.4300000000,26.9900000000,D
16.9796600000,105.1414700000,A,"79",6.1NRT,293.7900000000,49.5900000000,D
16.0916700000,98.6218600000,A,"72",6.1NRT,301.8700000000,15.9400000000,D
17.0332800000,105.7601400000,A,"81",6.1NRT,296.1800000000,49.4700000000,D
17.0016300000,105.3702500000,A,"81",6.1NRT,285.7100000000,70.8000000000,D
16.9997000000,105.3532900000,A,"61",6.1NRT,287.4100000000,25.9900000000,D
16.9865200000,105.1353000000,A,"63",6.1NRT,291.9700000000,49.3000000000,D
17.0658500000,105.7191900000,A,"79",6.1NRT,290.2000000000,76.5100000000,D
17.0905200000,105.8262300000,A,"71",6.1NRT,293.1800000000,35.2500000000,D
17.0313200000,105.3152800000,A,"34",6.1NRT,291.5300000000,16.2900000000,D
17.0293500000,105.2984700000,A,"56",6.1NRT,294.9400000000,22.5000000000,D
17.0510800000,105.3811600000,A,"55",6.1NRT,295.6800000000,40.1300000000,D
17.0490300000,105.3637800000,A,"53",6.1NRT,293.3000000000,30.4400000000,D
16.1769000000,98.8287400000,A,"61",6.1NRT,304.9100000000,11.6400000000,D
17.0624200000,105.1759100000,A,"94",6.1NRT,291.6500000000,118.2600000000,D
17.0604200000,105.1595000000,A,"53",6.1NRT,288.0500000000,12.4200000000,D
16.7840400000,102.9732100000,A,"80",6.1NRT,302.8700000000,18.3500000000,D
16.7825200000,102.9616200000,A,"76",6.1NRT,302.6300000000,12.1300000000,D
17.0588800000,105.1694700000,A,"83",6.1NRT,289.3600000000,52.4600000000,D
17.0936200000,105.3694500000,A,"53",6.1NRT,288.5900000000,23.6600000000,D
17.1153700000,105.4540800000,A,"30",6.1NRT,297.8500000000,25.1600000000,D
17.1433200000,105.4856800000,A,"26",6.1NRT,293.5600000000,47.4700000000,D
17.1154000000,105.2464800000,A,"24",6.1NRT,294.0100000000,12.6000000000,D
17.1507000000,105.2419800000,A,"96",6.1NRT,296.9900000000,142.9000000000,D
17.1487000000,105.2253300000,A,"69",6.1NRT,296.8300000000,23.2100000000,D
16.2817400000,98.7853500000,A,"90",6.1NRT,309.6200000000,34.1800000000,D
16.2908200000,98.7839000000,A,"82",6.1NRT,310.2700000000,18.2900000000,D
17.1907400000,105.3744700000,A,"77",6.1NRT,296.9400000000,37.4600000000,D
17.1566400000,105.2354800000,A,"87",6.1NRT,294.3800000000,74.1100000000,D
17.2036400000,105.4371100000,A,"91",6.1NRT,300.4800000000,99.7900000000,D
17.1957400000,105.3679900000,A,"78",6.1NRT,295.9000000000,38.6000000000,D
17.2176000000,105.4529500000,A,"93",6.1NRT,295.2400000000,116.4800000000,D
17.2156000000,105.4355300000,A,"100",6.1NRT,299.8600000000,297.5400000000,D
17.2135900000,105.4181000000,A,"61",6.1NRT,298.0000000000,27.8300000000,D
17.2354800000,105.3979900000,A,"66",6.1NRT,292.1400000000,32.5000000000,D
17.2334700000,105.3808400000,A,"86",6.1NRT,297.0300000000,66.4600000000,D
17.1920700000,105.0304600000,A,"63",6.1NRT,299.0900000000,20.9400000000,D
17.2722200000,105.6073200000,A,"47",6.1NRT,290.2800000000,23.7500000000,D
17.2332300000,105.2767600000,A,"37",6.1NRT,292.2900000000,11.7100000000,D
17.2886000000,105.6417900000,A,"49",6.1NRT,288.1800000000,29.2200000000,D
17.2572700000,105.3776200000,A,"85",6.1NRT,294.5200000000,94.0400000000,D
17.2552300000,105.3605000000,A,"97",6.1NRT,295.3600000000,147.5900000000,D
17.2810600000,105.3743000000,A,"48",6.1NRT,294.8300000000,21.2800000000,D
17.2619600000,105.3527300000,A,"51",6.1NRT,292.6500000000,20.6300000000,D
15.8979000000,95.5803800000,A,"47",6.1NRT,307.0900000000,18.1600000000,D
17.2996300000,105.3654300000,A,"78",6.1NRT,294.9100000000,43.2600000000,D
17.2976400000,105.3481700000,A,"60",6.1NRT,295.8400000000,29.0700000000,D
17.2800000000,105.1958300000,A,"68",6.1NRT,293.4300000000,43.0100000000,D
16.4114100000,98.5443900000,A,"84",6.1NRT,296.9300000000,42.9500000000,D
17.3497500000,105.4828300000,A,"73",6.1NRT,290.8800000000,69.8500000000,D
17.3112700000,105.1578600000,A,"63",6.1NRT,293.2500000000,38.5100000000,D
17.3509800000,105.2895500000,A,"52",6.1NRT,295.6000000000,24.1200000000,D
15.9482200000,95.4091900000,A,"76",6.1NRT,306.1900000000,13.7400000000,D
17.3900700000,105.5134400000,A,"70",6.1NRT,291.5800000000,33.9900000000,D
17.3445200000,105.2848200000,A,"50",6.1NRT,296.8600000000,34.1900000000,D
17.3491500000,105.0140500000,A,"79",6.1NRT,296.0800000000,42.0100000000,D
17.3820700000,105.0931800000,A,"83",6.1NRT,297.4600000000,52.6300000000,D
16.0240100000,95.4496600000,A,"77",6.1NRT,312.0400000000,17.8400000000,D
15.9469100000,94.9871700000,A,"0",6.1NRT,303.7100000000,15.8100000000,D
17.4034500000,105.0736900000,A,"72",6.1NRT,299.2700000000,43.0800000000,D
17.5175400000,105.8248400000,A,"84",6.1NRT,284.3100000000,76.5700000000,D
16.8609400000,100.7606000000,A,"75",6.1NRT,302.5600000000,16.5400000000,D
16.1034400000,95.7035100000,A,"75",6.1NRT,308.2600000000,15.7900000000,D
17.5229400000,105.8364000000,A,"74",6.1NRT,281.7100000000,51.6900000000,D
17.5208100000,105.8172800000,A,"73",6.1NRT,284.7300000000,47.6400000000,D
16.9889900000,101.2845900000,A,"67",6.1NRT,304.5200000000,9.1200000000,D
17.0503100000,101.3399200000,A,"72",6.1NRT,301.1800000000,16.7600000000,D
16.5747400000,98.0520000000,A,"70",6.1NRT,304.7600000000,12.6400000000,D
16.5762300000,97.9999200000,A,"66",6.1NRT,305.9700000000,11.9500000000,D
17.5526700000,104.7015400000,A,"51",6.1NRT,298.9100000000,32.2900000000,D
17.5535600000,104.7102200000,A,"58",6.1NRT,298.0200000000,18.2800000000,D
17.5197200000,104.2285400000,A,"74",6.1NRT,293.8700000000,29.1300000000,D
17.5895100000,104.7213800000,A,"86",6.1NRT,296.0800000000,60.9300000000,D
17.6617900000,105.2389700000,A,"52",6.1NRT,298.8400000000,26.0000000000,D
17.6598200000,105.2219800000,A,"68",6.1NRT,297.1000000000,34.4900000000,D
16.4061200000,96.2193500000,A,"76",6.1NRT,305.9200000000,14.6100000000,D
17.6521900000,105.0546100000,A,"86",6.1NRT,298.3000000000,68.0800000000,D
17.6124500000,104.6240200000,A,"92",6.1NRT,298.9500000000,132.2700000000,D
17.6106000000,104.6087000000,A,"61",6.1NRT,298.3200000000,25.3400000000,D
16.8980900000,99.2771200000,A,"65",6.1NRT,306.0800000000,7.5700000000,D
17.6218900000,104.6072100000,A,"99",6.1NRT,296.2700000000,153.0300000000,D
17.6200200000,104.5918500000,A,"85",6.1NRT,298.2300000000,109.9800000000,D
17.6738200000,104.7685800000,A,"79",6.1NRT,297.0000000000,40.3400000000,D
17.6723900000,104.6575900000,A,"83",6.1NRT,297.0400000000,45.4800000000,D
16.7712700000,97.9445400000,A,"79",6.1NRT,307.7600000000,16.5800000000,D
16.7727700000,97.8921100000,A,"38",6.1NRT,303.9200000000,6.6800000000,D
16.7712000000,97.8819100000,A,"69",6.1NRT,303.8600000000,12.5900000000,D
17.5987500000,103.7748100000,A,"65",6.1NRT,291.4900000000,16.2400000000,D
17.7637400000,104.9350900000,A,"87",6.1NRT,298.4500000000,71.0600000000,D
17.7628200000,104.9450100000,A,"79",6.1NRT,296.7100000000,41.8200000000,D
17.7609200000,104.9282200000,A,"75",6.1NRT,298.1000000000,33.2100000000,D
16.5733600000,96.1775900000,A,"56",6.1NRT,305.8500000000,9.6700000000,D
17.7594700000,104.4227300000,A,"37",6.1NRT,293.4300000000,20.7900000000,D
16.8159800000,97.3182800000,A,"83",6.1NRT,312.4000000000,21.5200000000,D
17.8412800000,104.6389900000,A,"79",6.1NRT,299.5500000000,34.9800000000,D
17.8291500000,104.4384200000,A,"72",6.1NRT,296.9500000000,23.3600000000,D
17.3232900000,100.3830300000,A,"75",6.1NRT,303.5400000000,12.5700000000,D
17.4998100000,101.2613400000,A,"82",6.1NRT,300.2900000000,24.0800000000,D
17.2692300000,99.5461900000,A,"52",6.1NRT,294.3200000000,4.6000000000,D
17.4686500000,100.8279200000,A,"68",6.1NRT,299.8600000000,18.4100000000,D
17.4673700000,100.8186200000,A,"25",6.1NRT,303.1700000000,10.1100000000,D
17.4971700000,100.8334900000,A,"88",6.1NRT,302.9700000000,34.3800000000,D
17.4959100000,100.8243200000,A,"84",6.1NRT,303.2400000000,25.2700000000,D
18.0593200000,104.6452700000,A,"47",6.1NRT,291.9000000000,18.8400000000,D
18.0859700000,104.4849200000,A,"51",6.1NRT,295.5400000000,16.4900000000,D
18.0691700000,104.3487700000,A,"47",6.1NRT,298.5700000000,25.4100000000,D
18.0876400000,104.4933800000,A,"73",6.1NRT,296.8800000000,26.1300000000,D
17.7248200000,101.3578200000,A,"82",6.1NRT,303.9500000000,18.4300000000,D
18.2125700000,105.1658700000,A,"69",6.1NRT,293.2900000000,35.5600000000,D
18.1735900000,104.6361600000,A,"41",6.1NRT,295.8900000000,15.3900000000,D
17.4178200000,98.9257400000,A,"54",6.1NRT,311.4100000000,12.4500000000,D
18.1822200000,104.6304000000,A,"72",6.1NRT,298.7900000000,25.2400000000,D
17.4505000000,98.9629600000,A,"23",6.1NRT,304.1900000000,9.3800000000,D
17.8016900000,101.3918100000,A,"89",6.1NRT,303.4100000000,39.5300000000,D
18.2183800000,104.6425300000,A,"100",6.1NRT,299.2000000000,274.4700000000,D
18.2128400000,104.5951200000,A,"71",6.1NRT,297.0400000000,26.9300000000,D
18.2297900000,104.6409700000,A,"90",6.1NRT,297.3900000000,79.1800000000,D
17.4870400000,98.8989900000,A,"80",6.1NRT,309.0500000000,16.8900000000,D
17.8755000000,101.5883900000,A,"0",6.1NRT,301.6600000000,12.7200000000,D
17.5154400000,99.0295000000,A,"75",6.1NRT,306.4800000000,11.9100000000,D
17.5140500000,99.0199900000,A,"70",6.1NRT,308.1600000000,11.7200000000,D
17.8677100000,101.3345500000,A,"52",6.1NRT,300.6900000000,14.5700000000,D
17.8663500000,101.3243800000,A,"0",6.1NRT,298.5400000000,14.8200000000,D
17.9309500000,101.6682700000,A,"79",6.1NRT,302.2900000000,17.7000000000,D
17.9442000000,101.6240200000,A,"92",6.1NRT,298.8000000000,48.3500000000,D
17.9428300000,101.6137500000,A,"85",6.1NRT,301.5200000000,29.3600000000,D
18.0583500000,102.4191400000,A,"80",6.1NRT,299.6700000000,26.0400000000,D
18.0568600000,102.4076600000,A,"70",6.1NRT,299.6700000000,14.7000000000,D
17.9406200000,101.3852600000,A,"69",6.1NRT,295.5500000000,12.5200000000,D
17.9392300000,101.3750200000,A,"22",6.1NRT,295.7400000000,5.6900000000,D
17.5476700000,98.6199800000,A,"43",6.1NRT,308.0100000000,8.5900000000,D
18.2045900000,103.2373600000,A,"58",6.1NRT,299.8100000000,11.7000000000,D
17.6119900000,98.9303700000,A,"51",6.1NRT,306.3400000000,6.9900000000,D
17.9363300000,101.1652100000,A,"0",6.1NRT,296.1400000000,11.5000000000,D
18.2122400000,103.2435300000,A,"57",6.1NRT,299.3900000000,13.6800000000,D
17.9816000000,101.3629400000,A,"94",6.1NRT,301.1300000000,91.9100000000,D
17.9665500000,101.1807800000,A,"36",6.1NRT,297.7600000000,6.9800000000,D
18.3404900000,104.0347400000,A,"0",6.1NRT,298.4800000000,95.0900000000,D
18.0601700000,101.7384700000,A,"75",6.1NRT,298.8600000000,16.2100000000,D
18.4234500000,104.5385600000,A,"80",6.1NRT,297.4100000000,40.4300000000,D
18.0963600000,101.9386000000,A,"0",6.1NRT,295.9600000000,36.7200000000,D
18.0696000000,101.7371100000,A,"47",6.1NRT,296.6700000000,9.9500000000,D
18.4347800000,104.5367800000,A,"75",6.1NRT,296.9500000000,31.6700000000,D
18.1044400000,101.9264100000,A,"70",6.1NRT,298.3500000000,12.7800000000,D
18.0870500000,101.7239000000,A,"55",6.1NRT,298.8900000000,10.0100000000,D
18.0829200000,101.6930900000,A,"86",6.1NRT,299.1400000000,32.1800000000,D
18.0815100000,101.6825900000,A,"71",6.1NRT,298.8900000000,11.2700000000,D
18.0330300000,101.3241600000,A,"92",6.1NRT,297.9500000000,48.4900000000,D
18.3933800000,104.0131000000,A,"91",6.1NRT,297.3800000000,72.1900000000,D
18.3916000000,103.9988500000,A,"88",6.1NRT,298.5500000000,58.2900000000,D
18.1596100000,102.1948400000,A,"0",6.1NRT,301.8000000000,38.0200000000,D
18.3960300000,104.0061300000,A,"98",6.1NRT,298.5700000000,130.8400000000,D
18.1736900000,102.1974500000,A,"22",6.1NRT,300.7700000000,14.1400000000,D
18.1124000000,101.7243900000,A,"83",6.1NRT,297.8100000000,27.4800000000,D
18.4086700000,104.0191000000,A,"92",6.1NRT,296.2000000000,80.1400000000,D
18.4069600000,104.0046800000,A,"82",6.1NRT,298.6300000000,37.8300000000,D
18.3984100000,103.9326900000,A,"51",6.1NRT,297.3700000000,13.0500000000,D
