Pass number,MSL
1,35.7731896
2,35.89808648
3,36.40273389
4,35.94097063
5,36.16940294
6,36.22539266
7,36.06258896
8,35.82730154
9,36.11400876
10,35.54607984
11,35.88644719
12,36.22965785
13,35.95768563
14,35.90834683
15,35.83491846
16,36.00252697
17,35.93535961
18,36.14498273
19,35.52598528
20,35.61531909
21,35.54517095
22,35.74841211
